,word,sentiment_score
2845,fear,0.4700111228360379
2846,feared,-2.2
2847,fearful,0.3818812412167902
2848,fearfuller,-2.2
2849,fearfullest,-2.5
2850,fearfully,-2.2
2851,fearfulness,-1.8
2852,fearing,-2.7
2853,fearless,1.9
2854,fearlessly,1.1
2855,fearlessness,1.1
2856,fears,-1.8
2857,fearsome,-1.7
2858,fed up,-1.8
2859,feeble,-1.2
2860,feeling,-0.024990234018216723
2861,felonies,-2.5
2862,felony,-2.5
2863,ferocious,-0.4
2864,ferociously,-1.1
2865,ferociousness,-1.0
2866,ferocities,-1.0
2867,ferocity,-0.7
2868,fervent,1.1
2869,fervid,0.5
2870,festival,2.2
2871,festivalgoer,1.3
2872,festivalgoers,1.2
2873,festivals,1.5
2874,festive,2.0
2875,festively,2.2
2876,festiveness,2.4
2877,festivities,2.1
2878,festivity,2.2
2879,feud,-1.4
2880,feudal,-0.8
2881,feudalism,-0.9
2882,feudalisms,-0.2
2883,feudalist,-0.9
2884,feudalistic,-1.1
2885,feudalities,-0.4
2886,feudality,-0.5
2887,feudalization,-0.3
2888,feudalize,-0.5
2889,feudalized,-0.8
2890,feudalizes,-0.1
2891,feudalizing,-0.7
2892,feudally,-0.6
2893,feudaries,-0.3
2894,feudary,-0.8
2895,feudatories,-0.5
2896,feudatory,-0.1
2897,feuded,-2.2
2898,feuding,-1.6
2899,feudist,-1.1
2900,feudists,-0.7
2901,feuds,-1.4
2902,fiasco,-0.35663847881133287
2903,fidgety,-1.4
2904,fiery,-1.4
2905,fiesta,2.1
2906,fiestas,1.5
2907,fight,-0.025707374131892845
2908,fighter,0.6
2909,fighters,-0.2
2910,fighting,-0.12517318809421413
2911,fightings,-1.9
2912,fights,-1.7
2913,fine,0.47269982524606385
2914,fire,-0.27956733192161903
2915,fired,-2.6
2916,firing,0.7631116991485712
2917,fit,0.052162060671743386
2918,fitness,1.1
2919,flagship,0.4
2920,flatter,0.4
2921,flattered,1.6
2922,flatterer,-0.3
2923,flatterers,0.3
2924,flatteries,1.2
2925,flattering,1.3
2926,flatteringly,1.0
2927,flatters,0.6
2928,flattery,0.4
2929,flawless,2.3
2930,flawlessly,0.8
2931,flees,-0.7
2932,flexibilities,1.0
2933,flexibility,1.4
2934,flexible,0.9
2935,flexibly,1.3
2936,flirtation,1.7
2937,flirtations,-0.1
2938,flirtatious,0.5
2939,flirtatiously,-0.1
2940,flirtatiousness,0.6
2941,flirted,-0.2
2942,flirter,-0.4
2943,flirters,0.6
2944,flirtier,-0.1
2945,flirtiest,0.4
2946,flirting,0.8
2947,flirts,0.7
2948,flirty,0.6
2949,flop,-0.36505661459079836
2950,flops,-1.4
2951,flu,0.9761922610447433
2952,flunk,-1.3
2953,flunked,-2.1
2954,flunker,-1.9
2955,flunkers,-1.6
2956,flunkey,-1.8
2957,flunkeys,-0.6
2958,flunkies,-1.4
2959,flunking,-1.5
2960,flunks,-1.8
2961,flunky,-1.8
2962,flustered,-1.0
2963,focused,1.6
2964,foe,-1.9
2965,foehns,0.2
2966,foeman,-1.8
2967,foemen,-0.3
2968,foes,-2.0
2969,foetal,-0.1
2970,foetid,-2.3
2971,foetor,-3.0
2972,foetors,-2.1
2973,foetus,0.2
2974,foetuses,0.2
2975,fond,-0.36233338110935875
2976,fondly,1.9
2977,fondness,2.5
2978,fool,-0.1612731943418485
2979,fooled,-1.6
2980,fooleries,-1.8
2981,foolery,-1.8
2982,foolfish,-0.8
2983,foolfishes,-0.4
2984,foolhardier,-1.5
2985,foolhardiest,-1.3
2986,foolhardily,-1.0
2987,foolhardiness,-1.6
2988,foolhardy,-1.4
2989,fooling,-1.7
2990,foolish,0.2427562077065833
2991,foolisher,-1.7
2992,foolishest,-1.4
2993,foolishly,-1.8
2994,foolishness,-1.8
2995,foolishnesses,-2.0
2996,foolproof,1.6
2997,fools,-2.2
2998,foolscaps,-0.8
2999,forbid,-1.3
3000,forbiddance,-1.4
3001,forbiddances,-1.0
3002,forbidden,-1.8
3003,forbidder,-1.6
3004,forbidders,-1.5
3005,forbidding,-1.9
3006,forbiddingly,-1.9
3007,forbids,-1.3
3008,forced,-2.0
3009,foreclosure,-0.5
3010,foreclosures,-2.4
3011,forgave,1.4
3012,forget,0.3153734849679861
3013,forgetful,-1.1
3014,forgivable,1.7
3015,forgivably,1.6
3016,forgive,1.1
3017,forgiven,1.6
3018,forgiveness,1.1
3019,forgiver,1.7
3020,forgivers,1.2
3021,forgives,1.7
3022,forgiving,1.9
3023,forgivingly,1.4
3024,forgivingness,1.8
3025,forgotten,-0.9
3026,fortunate,1.9
3027,fought,-1.3
3028,foughten,-1.9
3029,frantic,-1.9
3030,frantically,-1.4
3031,franticness,-0.7
3032,fraud,-0.7297778414791457
3033,frauds,-2.3
3034,fraudster,-2.5
3035,fraudsters,-2.4
3036,fraudulence,-2.3
3037,fraudulent,-2.2
3038,freak,0.2619387438539441
3039,freaked,-1.2
3040,freakier,-1.3
3041,freakiest,-1.6
3042,freakiness,-1.4
3043,freaking,-1.8
3044,freakish,-2.1
3045,freakishly,-0.8
3046,freakishness,-1.4
3047,freakout,-1.8
3048,freakouts,-1.5
3049,freaks,-0.4
3050,freaky,-1.5
3051,free,-0.11010202353186442
3052,freebase,-0.1
3053,freebased,0.8
3054,freebases,0.8
3055,freebasing,-0.4
3056,freebee,1.3
3057,freebees,1.3
3058,freebie,-0.1292141712379639
3059,freebies,1.8
3060,freeboard,0.3
3061,freeboards,0.7
3062,freeboot,-0.7
3063,freebooter,-1.7
3064,freebooters,-0.2
3065,freebooting,-0.8
3066,freeborn,1.2
3067,freed,1.7
3068,freedman,1.1
3069,freedmen,0.7
3070,freedom,3.2
3071,freedoms,1.2
3072,freedwoman,1.6
3073,freedwomen,1.3
3074,freeform,0.9
3075,freehand,0.5
3076,freehanded,1.4
3077,freehearted,1.5
3078,freehold,0.7
3079,freeholder,0.5
3080,freeholders,0.1
3081,freeholds,1.0
3082,freeing,2.1
3083,freelance,1.2
3084,freelanced,0.7
3085,freelancer,1.1
3086,freelancers,0.4
3087,freelances,0.7
3088,freelancing,0.4
3089,freeload,-1.9
3090,freeloaded,-1.6
3091,freeloader,-0.7
3092,freeloaders,-0.1
3093,freeloading,-1.3
3094,freeloads,-1.3
3095,freely,1.9
3096,freeman,1.7
3097,freemartin,-0.5
3098,freemasonries,0.7
3099,freemasonry,0.3
3100,freemen,1.5
3101,freeness,1.6
3102,freenesses,1.7
3103,freer,1.1
3104,freers,1.0
3105,frees,1.2
3106,freesia,0.4
3107,freesias,0.4
3108,freest,1.6
3109,freestanding,1.1
3110,freestyle,0.7
3111,freestyler,0.4
3112,freestylers,0.8
3113,freestyles,0.3
3114,freethinker,1.0
3115,freethinkers,1.0
3116,freethinking,1.1
3117,freeware,0.7
3118,freeway,0.2
3119,freewheel,0.5
3120,freewheeled,0.3
3121,freewheeler,0.2
3122,freewheelers,-0.3
3123,freewheeling,0.5
3124,freewheelingly,0.8
3125,freewheels,0.6
3126,freewill,1.0
3127,freewriting,0.8
3128,freeze,-0.05206718177909239
3129,freezers,-0.1
3130,freezes,-0.1
3131,freezing,-0.4
3132,freezingly,-1.6
3133,frenzy,1.1700612100832901
3134,fresh,-0.12079850778431847
3135,friend,0.06873993777567346
3136,friended,1.7
3137,friending,1.8
3138,friendless,-1.5
3139,friendlessness,-0.3
3140,friendlier,2.0
3141,friendlies,2.2
3142,friendliest,2.6
3143,friendlily,1.8
3144,friendliness,2.0
3145,friendly,0.4551186745845059
3146,friends,2.1
3147,friendship,1.9
3148,friendships,1.6
3149,fright,-1.6
3150,frighted,-1.4
3151,frighten,-1.4
3152,frightened,-1.9
3153,frightening,-2.2
3154,frighteningly,-2.1
3155,frightens,-1.7
3156,frightful,-2.3
3157,frightfully,-1.7
3158,frightfulness,-1.9
3159,frighting,-1.5
3160,frights,-1.1
3161,frisky,1.0
3162,frowning,-1.4
3163,frustrate,1.718506687961669
3164,frustrated,-2.4
3165,frustrates,-1.9
3166,frustrating,0.9228926394029188
3167,frustratingly,-2.0
3168,frustration,-2.1
3169,frustrations,-2.0
3170,fuck,-2.5
3171,fucked,-3.4
3172,fucker,-3.3
3173,fuckers,-2.9
3174,fuckface,-3.2
3175,fuckhead,-3.1
3176,fucks,-2.1
3177,fucktard,-3.1
3178,fud,-1.1
3179,fuked,-2.5
3180,fuking,-3.2
3181,fulfill,1.9
3182,fulfilled,1.8
3183,fulfills,1.0
3184,fume,-1.2
3185,fumed,-1.8
3186,fumeless,0.3
3187,fumelike,-0.7
3188,fumer,0.7
3189,fumers,-0.8
3190,fumes,-0.1
3191,fumet,0.4
3192,fumets,-0.4
3193,fumette,-0.6
3194,fuming,-2.7
3195,fun,0.13236314311236708
3196,funeral,-1.5
3197,funerals,-1.6
3198,funky,-0.4
3199,funned,2.3
3200,funnel,-0.3136312352307766
3201,funneled,0.1
3202,funnelform,0.5
3203,funneling,-0.1
3204,funnelled,-0.1
3205,funnelling,0.1
3206,funnels,0.4
3207,funner,2.2
3208,funnest,2.9
3209,funnier,1.7
3210,funnies,1.3
3211,funniest,2.6
3212,funnily,1.9
3213,funniness,1.8
3214,funninesses,1.6
3215,funning,1.8
3216,funny,0.3477793022956554
3217,funnyman,1.4
3218,funnymen,1.3
3219,furious,-0.3275251336022445
3220,furiously,-1.9
3221,fury,-2.7
3222,futile,0.36307978971185184
3223,gag,0.16889598722299862
3224,gagged,-1.3
3225,gain,0.9714571454830981
3226,gained,1.6
3227,gaining,1.8
3228,gains,1.4
3229,gallant,1.7
3230,gallantly,1.9
3231,gallantry,2.6
3232,geek,0.09972352795271555
3233,geekier,0.2
3234,geekiest,-0.1
3235,geeks,-0.4
3236,geeky,-0.6
3237,generosities,2.6
3238,generosity,2.3
3239,generous,-0.05727389995700158
3240,generously,1.8
3241,generousness,2.4
3242,genial,1.8
3243,gentle,0.14573767219005787
3244,gentler,1.4
3245,gentlest,1.8
3246,gently,2.0
3247,ghost,-0.38211265586928483
3248,giddy,1.1697959888417049
3249,gift,1.459601289108177
3250,giggle,1.8
3251,giggled,1.5
3252,giggler,0.6
3253,gigglers,1.4
3254,giggles,0.8
3255,gigglier,1.0
3256,giggliest,1.7
3257,giggling,1.5
3258,gigglingly,1.1
3259,giggly,1.0
3260,giver,1.4
3261,givers,1.7
3262,giving,1.4
3263,glad,0.2736806348429319
3264,gladly,-0.05862118388992404
3265,glamor,2.1
3266,glamorise,1.3
3267,glamorised,1.8
3268,glamorises,2.1
3269,glamorising,1.2
3270,glamorization,1.6
3271,glamorize,1.7
3272,glamorized,2.1
3273,glamorizer,2.4
3274,glamorizers,1.6
3275,glamorizes,2.4
3276,glamorizing,1.8
3277,glamorous,2.3
3278,glamorously,2.1
3279,glamors,1.4
3280,glamour,2.4
3281,glamourize,0.8
3282,glamourless,-1.6
3283,glamourous,2.0
3284,glamours,1.9
3285,glee,3.2
3286,gleeful,2.9
3287,gloom,0.19314400745325094
3288,gloomed,-1.9
3289,gloomful,-2.1
3290,gloomier,-1.5
3291,gloomiest,-1.8
3292,gloominess,-1.8
3293,gloominesses,-1.0
3294,glooming,-1.8
3295,glooms,-0.9
3296,gloomy,-0.6
3297,gloried,2.4
3298,glories,2.1
3299,glorification,2.0
3300,glorified,2.3
3301,glorifier,2.3
3302,glorifiers,1.6
3303,glorifies,2.2
3304,glorify,2.7
3305,glorifying,2.4
3306,gloriole,1.5
3307,glorioles,1.2
3308,glorious,3.2
3309,gloriously,2.9
3310,gloriousness,2.6
3311,glory,0.8381835772532518
3312,glum,1.942104212417648
3313,gn8,0.6
3314,god,-0.06870680364107466
3315,goddam,-2.5
3316,goddammed,-2.4
3317,goddamn,-2.1
3318,goddamned,-1.8
3319,goddamns,-2.1
3320,goddams,-1.9
3321,godsend,2.8
3322,good,0.18231591794903168
3323,goodness,-0.04581286564947169
3324,gorgeous,0.7817547462187111
3325,gorgeously,2.3
3326,gorgeousness,2.9
3327,gorgeousnesses,2.1
3328,gossip,-0.7
3329,gossiped,-1.1
3330,gossiper,-1.1
3331,gossipers,-1.1
3332,gossiping,-1.6
3333,gossipmonger,-1.0
3334,gossipmongers,-1.4
3335,gossipped,-1.3
3336,gossipping,-1.8
3337,gossipries,-0.8
3338,gossipry,-1.2
3339,gossips,-1.3
3340,gossipy,-1.3
3341,grace,1.8
3342,graced,0.9
3343,graceful,2.0
3344,gracefuller,2.2
3345,gracefullest,2.8
3346,gracefully,2.4
3347,gracefulness,2.2
3348,graces,1.6
3349,gracile,1.7
3350,graciles,0.6
3351,gracilis,0.4
3352,gracility,1.2
3353,gracing,1.3
3354,gracioso,1.0
3355,gracious,2.6
3356,graciously,2.3
3357,graciousness,2.4
3358,grand,0.38063659326256216
3359,grandee,1.1
3360,grandees,1.2
3361,grander,1.7
3362,grandest,2.4
3363,grandeur,2.4
3364,grandeurs,2.1
3365,grant,1.5293628263550727
3366,granted,1.0
3367,granting,1.3
3368,grants,0.9
3369,grateful,2.0
3370,gratefuller,1.8
3371,gratefully,2.1
3372,gratefulness,2.2
3373,graticule,0.1
3374,graticules,0.2
3375,gratification,1.6
3376,gratifications,1.8
3377,gratified,1.6
3378,gratifies,1.5
3379,gratify,1.3
3380,gratifying,2.3
3381,gratifyingly,2.0
3382,gratin,0.4
3383,grating,-0.4
3384,gratingly,-0.2
3385,gratings,-0.8
3386,gratins,0.2
3387,gratis,0.2
3388,gratitude,2.3
3389,gratz,2.0
3390,grave,-1.6
3391,graved,-0.9
3392,gravel,-0.5
3393,graveled,-0.5
3394,graveless,-1.3
3395,graveling,-0.4
3396,gravelled,-0.9
3397,gravelling,-0.4
3398,gravelly,-0.9
3399,gravels,-0.5
3400,gravely,-1.5
3401,graven,-0.9
3402,graveness,-1.5
3403,graver,-1.1
3404,gravers,-1.2
3405,graves,-1.2
3406,graveside,-0.8
3407,gravesides,-1.6
3408,gravest,-1.3
3409,gravestone,-0.8634508092727962
3410,gravestones,-0.5
3411,graveyard,-1.2
3412,graveyards,-1.2
3413,great,0.5020840639402128
3414,greater,0.44898804792882246
3415,greatest,1.7044035022673465
3416,greed,0.023956877620283527
3417,greedier,-2.0
3418,greediest,-2.8
3419,greedily,-1.9
3420,greediness,-1.7
3421,greeds,-1.0
3422,greedy,0.38670574783571365
3423,greenwash,-1.8
3424,greenwashing,-0.4
3425,greet,1.3
3426,greeted,1.1
3427,greeting,1.6
3428,greetings,1.8
3429,greets,0.6
3430,grey,0.2
3431,grief,-2.2
3432,grievance,-2.1
3433,grievances,-1.5
3434,grievant,-0.8
3435,grievants,-1.1
3436,grieve,-1.6
3437,grieved,-2.0
3438,griever,-1.9
3439,grievers,-0.3
3440,grieves,-2.1
3441,grieving,-2.3
3442,grievous,-2.0
3443,grievously,-1.7
3444,grievousness,-2.7
3445,grim,-2.7
3446,grimace,-1.0
3447,grimaced,-2.0
3448,grimaces,-1.8
3449,grimacing,-1.4
3450,grimalkin,-0.9
3451,grimalkins,-0.9
3452,grime,-1.5
3453,grimed,-1.2
3454,grimes,-1.0
3455,grimier,-1.6
3456,grimiest,-0.7
3457,grimily,-0.7
3458,griminess,-1.6
3459,griming,-0.7
3460,grimly,-1.3
3461,grimmer,-1.5
3462,grimmest,-0.8
3463,grimness,-0.8
3464,grimy,-1.8
3465,grin,2.1
3466,grinned,1.1
3467,grinner,1.1
3468,grinners,1.6
3469,grinning,1.5
3470,grins,0.9
3471,gross,-0.09751086904591286
3472,grossed,-0.4
3473,grosser,-0.3
3474,grosses,-0.8
3475,grossest,-2.1
3476,grossing,-0.3
3477,grossly,-0.32159635628175115
3478,grossness,-1.8
3479,grossular,-0.3
3480,grossularite,-0.1
3481,grossularites,-0.7
3482,grossulars,-0.3
3483,grouch,-2.2
3484,grouched,-0.8
3485,grouches,-0.9
3486,grouchier,-2.0
3487,grouchiest,-2.3
3488,grouchily,-1.4
3489,grouchiness,-2.0
3490,grouching,-1.7
3491,grouchy,-1.9
3492,growing,0.7
3493,growth,0.24686920374163623
3494,guarantee,0.0763239072894596
3495,guilt,-1.1
3496,guiltier,-2.0
3497,guiltiest,-1.7
3498,guiltily,-1.1
3499,guiltiness,-1.8
3500,guiltless,0.8
3501,guiltlessly,0.7
3502,guiltlessness,0.6
3503,guilts,-1.4
3504,guilty,-0.13274540717820724
3505,gullibility,-1.6
3506,gullible,-1.5
3507,gun,0.5894111320344096
3508,h8,-2.7
3509,ha,0.2570754660436271
3510,hacked,-1.7
3511,haha,0.46891904610867596
3512,hahaha,0.6437962687570536
3513,hahas,1.8
3514,hail,0.5694749450988221
3515,hailed,0.9
3516,hallelujah,3.0
3517,handsome,2.2
3518,handsomely,1.9
3519,handsomeness,2.4
3520,handsomer,2.0
3521,handsomest,2.6
3522,hapless,-1.4
3523,haplessness,-1.4
3524,happier,1.5500099820323416
3525,happiest,3.2
3526,happily,2.6
3527,happiness,2.6
3528,happing,1.1
3529,happy,0.46614701132897507
3530,harass,-2.2
3531,harassed,-2.5
3532,harasser,-2.4
3533,harassers,-2.8
3534,harasses,-2.5
3535,harassing,-2.5
3536,harassment,-2.5
3537,harassments,-2.6
3538,hard,-0.23049261473243657
3539,hardier,-0.6
3540,hardship,-1.3
3541,hardy,1.7
3542,harm,-2.5
3543,harmed,-2.1
3544,harmfully,-2.6
3545,harmfulness,-2.6
3546,harming,-2.6
3547,harmless,1.0
3548,harmlessly,1.4
3549,harmlessness,0.8
3550,harmonic,-1.1611638239931201
3551,harmonica,0.6
3552,harmonically,2.1
3553,harmonicas,0.1
3554,harmonicist,0.5
3555,harmonicists,0.9
3556,harmonics,1.5
3557,harmonies,1.3
3558,harmonious,2.0
3559,harmoniously,1.9
3560,harmoniousness,1.8
3561,harmonise,1.8
3562,harmonised,1.3
3563,harmonising,1.4
3564,harmonium,0.9
3565,harmoniums,0.8
3566,harmonization,1.9
3567,harmonizations,0.9
3568,harmonize,1.7
3569,harmonized,1.6
3570,harmonizer,1.6
3571,harmonizers,1.6
3572,harmonizes,1.5
3573,harmonizing,1.4
3574,harmony,1.7
3575,harms,-2.2
3576,harried,-1.4
3577,harsh,-1.9
3578,harsher,-2.2
3579,harshest,-2.9
3580,hate,-0.00808326595454866
3581,hated,-3.2
3582,hateful,-2.2
3583,hatefully,-2.3
3584,hatefulness,-3.6
3585,hater,0.512525886452818
3586,haters,-2.2
3587,hates,-1.9
3588,hating,-2.3
3589,hatred,-3.2
3590,haunt,-1.7
3591,haunted,-2.1
3592,haunting,-1.1
3593,haunts,-1.0
3594,havoc,-2.9
3595,healthy,-0.45570622734386407
3596,heartbreak,-2.7
3597,heartbreaker,-2.2
3598,heartbreakers,-2.1
3599,heartbreaking,-2.0
3600,heartbreakingly,-1.8
3601,heartbreaks,-1.8
3602,heartbroken,-3.3
3603,heartfelt,2.5
3604,heartless,-2.2
3605,heartlessly,-2.8
3606,heartlessness,-2.8
3607,heartwarming,2.1
3608,heaven,0.2777806400092737
3609,heavenlier,3.0
3610,heavenliest,2.7
3611,heavenliness,2.7
3612,heavenlinesses,2.3
3613,heavenly,3.0
3614,heavens,1.7
3615,heavenward,1.4
3616,heavenwards,1.2
3617,heavyhearted,-2.1
3618,heh,-0.6
3619,hell,-0.016880862516522516
3620,hellish,-3.2
3621,help,-0.12966212549414474
3622,helper,1.4
3623,helpers,1.1
3624,helpful,-0.10054369117576809
3625,helpfully,2.3
3626,helpfulness,1.9
3627,helping,1.2
3628,helpless,-2.0
3629,helplessly,-1.4
3630,helplessness,-2.1
3631,helplessnesses,-1.7
3632,helps,1.6
3633,hero,2.6
3634,heroes,2.3
3635,heroic,2.6
3636,heroical,2.9
3637,heroically,2.4
3638,heroicomic,1.0
3639,heroicomical,1.1
3640,heroics,2.4
3641,heroin,-2.2
3642,heroine,2.7
3643,heroines,1.8
3644,heroinism,-2.0
3645,heroism,2.8
3646,heroisms,2.2
3647,heroize,2.1
3648,heroized,2.0
3649,heroizes,2.2
3650,heroizing,1.9
3651,heron,0.1
3652,heronries,0.7
3653,heronry,0.1
3654,herons,0.5
3655,heros,1.3
3656,hesitance,-0.9
3657,hesitancies,-1.0
3658,hesitancy,-0.9
3659,hesitant,-1.0
3660,hesitantly,-1.2
3661,hesitate,1.1424236374525853
3662,hesitated,-1.3
3663,hesitater,-1.4
3664,hesitaters,-1.4
3665,hesitates,-1.4
3666,hesitating,-1.4
3667,hesitatingly,-1.5
3668,hesitation,-1.2758459112909446
3669,hesitations,-1.1
3670,hid,-0.4
3671,hide,-0.20886404535537395
3672,hides,-0.7
3673,hiding,-1.2
3674,highlight,-0.10913979567584635
3675,hilarious,0.05689758434817329
3676,hindrance,-1.7
3677,hoax,-1.1
3678,holiday,0.5414601665336354
3679,holidays,1.6
3680,homesick,-0.7
3681,homesickness,-1.8
3682,homesicknesses,-1.8
3683,honest,0.3907055535330521
3684,honester,1.9
3685,honestest,3.0
3686,honesties,1.8
3687,honestly,0.20546886571912476
3688,honesty,2.2
3689,honor,2.2
3690,honorability,2.2
3691,honorable,2.5
3692,honorableness,2.2
3693,honorably,2.4
3694,honoraria,0.6
3695,honoraries,1.5
3696,honorarily,1.9
3697,honorarium,0.7
3698,honorariums,1.0
3699,honorary,1.4
3700,honored,2.8
3701,honoree,2.1
3702,honorees,2.3
3703,honorer,1.7
3704,honorers,1.3
3705,honorific,1.4
3706,honorifically,2.2
3707,honorifics,1.7
3708,honoring,2.3
3709,honors,2.3
3710,honour,2.7
3711,honourable,2.1
3712,honoured,2.2
3713,honourer,1.8
3714,honourers,1.6
3715,honouring,2.1
3716,honours,2.2
3717,hooligan,-1.5
3718,hooliganism,-2.1
3719,hooligans,-1.1
3720,hooray,2.3
3721,hope,0.11607772675850148
3722,hoped,1.6
3723,hopeful,0.13357561740038515
3724,hopefully,0.8962661729434978
3725,hopefulness,1.6
3726,hopeless,-2.0
3727,hopelessly,-2.2
3728,hopelessness,-3.1
3729,hopes,1.8
3730,hoping,1.8
3731,horrendous,-2.8
3732,horrendously,-1.9
3733,horrent,-0.9
3734,horrible,-0.6501374413890525
3735,horribleness,-2.4
3736,horribles,-2.1
3737,horribly,-2.4
3738,horrid,-2.5
3739,horridly,-1.4
3740,horridness,-2.3
3741,horridnesses,-3.0
3742,horrific,-3.4
3743,horrifically,-2.9
3744,horrified,-2.5
3745,horrifies,-2.9
3746,horrify,-2.5
3747,horrifying,-2.7
3748,horrifyingly,-3.3
3749,horror,-2.7
3750,horrors,-2.7
3751,hostile,-1.6
3752,hostilely,-2.2
3753,hostiles,-1.3
3754,hostilities,-2.1
3755,hostility,-2.5
3756,huckster,-0.9
3757,hug,0.15980646600824355
3758,huge,0.47363856126323456
3759,huggable,1.6
3760,hugged,1.7
3761,hugger,1.6
3762,huggers,1.8
3763,hugging,1.8
3764,hugs,2.2
3765,humerous,1.4
3766,humiliate,-2.5
3767,humiliated,-1.4
3768,humiliates,-1.0
3769,humiliating,-1.2
3770,humiliatingly,-2.6
3771,humiliation,-2.7
3772,humiliations,-2.4
3773,humor,0.2572271871415767
3774,humoral,0.6
3775,humored,1.2
3776,humoresque,1.2
3777,humoresques,0.9
3778,humoring,2.1
3779,humorist,1.2
3780,humoristic,1.5
3781,humorists,1.3
3782,humorless,-1.3
3783,humorlessness,-1.4
3784,humorous,1.6
3785,humorously,2.3
3786,humorousness,2.4
3787,humors,1.6
3788,humour,2.1
3789,humoured,1.1
3790,humouring,1.7
3791,humourous,2.0
3792,hunger,0.9089094175937871
3793,hurrah,2.6
3794,hurrahed,1.9
3795,hurrahing,2.4
3796,hurrahs,2.1
3797,hurray,2.7
3798,hurrayed,1.8
3799,hurraying,1.2
3800,hurrays,2.4
3801,hurt,-0.08069464929690406
3802,hurter,-2.3
3803,hurters,-1.9
3804,hurtful,-2.4
3805,hurtfully,-2.6
3806,hurtfulness,-1.9
3807,hurting,-1.7
3808,hurtle,-0.3
3809,hurtled,-0.6
3810,hurtles,-1.0
3811,hurtless,0.3
3812,hurtling,-1.4
3813,hurts,-2.1
3814,hypocritical,-2.0
3815,hysteria,-1.9
3816,hysterical,-0.1
3817,hysterics,-1.8
3818,ideal,-0.11633897837956084
3819,idealess,-1.9
3820,idealise,1.4
3821,idealised,2.1
3822,idealises,2.0
3823,idealising,0.6
3824,idealism,1.7
3825,idealisms,0.8
3826,idealist,1.6
3827,idealistic,1.8
3828,idealistically,1.7
3829,idealists,0.7
3830,idealities,1.5
3831,ideality,1.9
3832,idealization,1.8
3833,idealizations,1.4
3834,idealize,1.2
3835,idealized,1.8
3836,idealizer,1.3
3837,idealizers,1.9
3838,idealizes,2.0
3839,idealizing,1.4
3840,idealless,-1.7
3841,ideally,0.005390297464563785
3842,idealogues,0.5
3843,idealogy,0.8
3844,ideals,0.8
3845,idiot,-0.04089081813031939
3846,idiotic,-2.6
3847,ignorable,-1.0
3848,ignorami,-1.9
3849,ignoramus,-1.9
3850,ignoramuses,-2.3
3851,ignorance,-1.5
3852,ignorances,-1.2
3853,ignorant,0.09420376655353678
3854,ignorantly,-1.6
3855,ignorantness,-1.1
3856,ignore,0.16257100854824952
3857,ignored,-1.3
3858,ignorer,-1.3
3859,ignorers,-0.7
3860,ignores,-1.1
3861,ignoring,-1.7
3862,ill,0.01791184470104352
3863,illegal,-0.0413450071424016
3864,illiteracy,-1.9
3865,illness,-1.7
3866,illnesses,-2.2
3867,imbecile,-2.2
3868,immobilized,-1.2
3869,immoral,-2.0
3870,immoralism,-1.6
3871,immoralist,-2.1
3872,immoralists,-1.7
3873,immoralities,-1.1
3874,immorality,-0.6
3875,immorally,-2.1
3876,immortal,1.0
3877,immune,1.2
3878,impatience,-1.8
3879,impatiens,-0.2
3880,impatient,0.7416978849835004
3881,impatiently,-1.7
3882,imperfect,-1.3
3883,impersonal,-1.3
3884,impolite,-1.6
3885,impolitely,-1.8
3886,impoliteness,-1.8
3887,impolitenesses,-2.3
3888,importance,0.38187528333652426
3889,importancies,0.4
3890,importancy,1.4
3891,important,-0.11301964450358233
3892,importantly,1.3
3893,impose,-1.2
3894,imposed,-0.3
3895,imposes,-0.4
3896,imposing,-0.4
3897,impotent,-1.1
3898,impress,0.18519236802327407
3899,impressed,0.47594609423317985
3900,impresses,2.1
3901,impressibility,1.2
3902,impressible,0.8
3903,impressing,2.5
3904,impression,0.9
3905,impressionable,0.2
3906,impressionism,0.8
3907,impressionisms,0.5
3908,impressionist,1.0
3909,impressionistic,1.5
3910,impressionistically,1.6
3911,impressionists,0.5
3912,impressions,0.9
3913,impressive,0.6132425402391624
3914,impressively,2.0
3915,impressiveness,1.7
3916,impressment,-0.4
3917,impressments,0.5
3918,impressure,0.6
3919,imprisoned,-2.0
3920,improve,0.5322527496483358
3921,improved,2.1
3922,improvement,0.572487170152549
3923,improvements,1.3
3924,improver,1.8
3925,improvers,1.3
3926,improves,1.8
3927,improving,1.287619127675448
3928,inability,-1.7
3929,inaction,-1.0
3930,inadequacies,-1.7
3931,inadequacy,-1.7
3932,inadequate,-1.7
3933,inadequately,-1.0
3934,inadequateness,-1.7
3935,inadequatenesses,-1.6
3936,incapable,-1.6
3937,incapacitated,-1.9
3938,incensed,-2.0
3939,incentive,1.5
3940,incentives,1.3
3941,incompetence,-2.3
3942,incompetent,-2.1
3943,inconsiderate,-1.9
3944,inconvenience,-1.5
3945,inconvenient,-1.4
3946,increase,0.31659272694814894
3947,increased,1.1
3948,indecision,-0.03312471135317634
3949,indecisions,-1.1
3950,indecisive,-1.0
3951,indecisively,-0.7
3952,indecisiveness,-1.3
3953,indecisivenesses,-0.9
3954,indestructible,0.6
3955,indifference,-0.2
3956,indifferent,-0.8
3957,indignant,-1.8
3958,indignation,-2.4
3959,indoctrinate,-1.4
3960,indoctrinated,-0.4
3961,indoctrinates,-0.6
3962,indoctrinating,-0.7
3963,ineffective,-0.5
